course_year,course_sem,course_taken,rec_course,took_recom_course,scaled_score,raw_score,course_start_date,teacher_id,student_id,acceptance_date,acceptance_month,proj_grad_year,proj_grad_sem,midtermgrade,finalgrade,midtermgrade,finalgrade
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fdfab05,23-Apr-18,Apr,2019,SPRING,C-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe58a9d,10-Apr-18,Apr,2020,SPRING,A+,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fec331b,13-Jun-18,Jun,2020,SPRING,B,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe7bd4f,12-Apr-18,Apr,2020,SPRING,C-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe32771,31-Jul-18,Jul,2019,SPRING,B,,pass ,
2018,FALL,MATH112,MATH120,0,1112,23,20-Aug-18,P100062478,3fefe9bb,30-Aug-18,Aug,2020,SPRING,C-,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fea5735,21-Jun-18,Jun,2018,FALL,A,,pass ,
2018,FALL,MATH112,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe327df,13-Apr-18,Apr,2020,SPRING,C-,,pass ,
2018,FALL,MATH115,MATH115,1,612,18,20-Aug-18,P008616066,3fefe33f,16-Jul-18,Jul,2019,SPRING,C-,D,pass ,fail
2018,FALL,MATH115,MATH115,1,312,15,20-Aug-18,P008616066,3feffb95,16-Jul-18,Jul,2020,SPRING,D,D,fail,fail
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P008616066,3fefd1e7,16-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P008616066,3fdf7f63,20-Jul-18,Jul,2020,SPRING,B-,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,713,20,20-Aug-18,P008616066,3fe4150f,17-Jul-18,Jul,2020,SPRING,B+,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,714,21,20-Aug-18,P008616066,3fe5d395,18-Jul-18,Jul,2020,SPRING,A-,A,pass ,pass 
2018,FALL,MATH115,MATH115,1,509,14,20-Aug-18,P008616066,3fe9887d,17-Jul-18,Jul,2019,SPRING,D-,D,fail,fail
2018,FALL,MATH115,MATH115,1,510,15,20-Aug-18,P008616066,3fe095d3,20-Jul-18,Jul,2019,FALL,F,W,fail,W
2018,FALL,MATH115,MATH115,1,513,18,20-Aug-18,P008616066,3ff01201,16-Jul-18,Jul,2019,FALL,C-,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P008616066,3fe95bcd,16-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P008616066,3feb3dfd,18-Jul-18,Jul,2019,FALL,A,A,pass ,pass 
2018,FALL,MATH115,MATH115,1,515,20,20-Aug-18,P008616066,3fe3eca1,17-Jul-18,Jul,2018,FALL,B+,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,513,18,20-Aug-18,P008616066,3fe3f38b,23-Jul-18,Jul,2019,FALL,B+,A-,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P008616066,3fefed5d,16-Aug-18,Aug,2018,FALL,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,410,14,20-Aug-18,P008616066,3fe02a2b,20-Jul-18,Jul,2020,SPRING,A,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,711,18,20-Aug-18,P008616066,3fee44f3,18-Jul-18,Jul,2018,FALL,D,F,fail,fail
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P008616066,3feff753,24-Jul-18,Jul,2020,SPRING,C,B-,pass ,pass 
2018,FALL,MATH115,MATH115,1,412,16,20-Aug-18,P008616066,3ff00bad,24-Jul-18,Jul,2019,SPRING,A-,A-,pass ,pass 
2018,FALL,MATH115,MATH115,1,310,13,20-Aug-18,P008616066,3feff127,16-Jul-18,Jul,2019,SPRING,C-,C-,pass ,pass 
2018,FALL,MATH115,MATH115,1,613,19,20-Aug-18,P008616066,3ff17d03,17-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P008616066,3ff223b1,8-Aug-18,Aug,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,410,14,20-Aug-18,P008616066,3fe40353,18-Jul-18,Jul,2018,FALL,D,D,fail,fail
2018,FALL,MATH115,MATH115,1,610,16,20-Aug-18,P008616066,3ff03641,18-Jul-18,Jul,2020,SPRING,D,D,fail,fail
2018,FALL,MATH115,MATH115,1,613,19,20-Aug-18,P008616066,3fe56fbd,18-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH120,0,814,22,20-Aug-18,P008616066,3ff012b5,10-Sep-18,Sep,2019,SPRING,F,W,fail,W
2018,FALL,MATH115,MATH115,1,614,20,20-Aug-18,P008616066,3fee0b41,16-Jul-18,Jul,2020,SPRING,F,W,fail,W
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P008616066,3fe9f42f,8-Aug-18,Aug,2020,SPRING,C,B-,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P008616066,3ff230ef,6-Aug-18,Aug,2020,SPRING,A+,A+,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P008616066,3fd5b68b,20-Aug-18,Aug,2020,SPRING,B-,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P008616066,3ff0f3b5,18-Jul-18,Jul,2020,SPRING,B-,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,510,15,20-Aug-18,P008616066,3ff20b79,16-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,714,21,20-Aug-18,P008616066,3fefe993,17-Jul-18,Jul,2018,FALL,C,C-,pass ,pass 
2018,FALL,MATH115,MATH115,1,714,21,20-Aug-18,P008616066,3fed2037,17-Jul-18,Jul,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,610,16,20-Aug-18,P107265286,3fefeed9,18-Jul-18,Jul,2020,SPRING,C,B-,pass ,pass 
2018,FALL,MATH115,MATH115,1,610,16,20-Aug-18,P107265286,3ff101e3,13-Jul-18,Jul,2019,SPRING,D,F,fail,fail
2018,FALL,MATH115,MATH115,1,714,21,20-Aug-18,P107265286,3ff00897,16-Jul-18,Jul,2018,FALL,C,D+,pass ,fail
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3fea4ed9,12-Apr-18,Apr,2020,SPRING,B+,B+,pass ,pass 
2018,FALL,MATH115,MATH115,1,711,18,20-Aug-18,P107265286,3ff0060d,16-Jul-18,Jul,2020,SPRING,B,B-,pass ,pass 
2018,FALL,MATH115,MATH115,1,512,17,20-Aug-18,P107265286,3fe2b2f5,23-Jul-18,Jul,2018,FALL,W,,W,
2018,FALL,MATH115,MATH115,1,613,19,20-Aug-18,P107265286,3ff01053,20-Jul-18,Jul,2020,SPRING,D+,D,fail,fail
2018,FALL,MATH115,MATH115,1,709,16,20-Aug-18,P107265286,3ff089f7,23-Jul-18,Jul,2020,SPRING,B-,C+,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3fe79eb9,18-Apr-18,Apr,2020,SPRING,B+,B+,pass ,pass 
2018,FALL,MATH115,MATH115,1,609,15,20-Aug-18,P107265286,3ff0027f,18-Jul-18,Jul,2020,SPRING,B,A-,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3ff24df5,15-Aug-18,Aug,2020,SPRING,A,A+,pass ,pass 
2018,FALL,MATH115,MATH115,1,714,21,20-Aug-18,P107265286,3ff01387,17-Jul-18,Jul,2019,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,713,20,20-Aug-18,P107265286,3fe275e7,18-Jul-18,Jul,2019,SPRING,C,B-,pass ,pass 
2018,FALL,MATH115,MATH115,1,209,11,20-Aug-18,P107265286,3fe86d5d,17-Jul-18,Jul,2019,SPRING,D-,F,fail,fail
2018,FALL,MATH115,MATH120,0,1311,24,20-Aug-18,P107265286,3fee0b9b,3-Aug-18,Aug,2020,SPRING,B+,A-,pass ,pass 
2018,FALL,MATH115,MATH115,1,612,18,20-Aug-18,P107265286,3ff0123d,16-Jul-18,Jul,2020,SPRING,B,B-,pass ,pass 
2018,FALL,MATH115,MATH115,1,710,17,20-Aug-18,P107265286,3ff06535,23-Jul-18,Jul,2020,SPRING,B-,C,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3fe8ee77,2-Aug-18,Aug,2018,FALL,C-,D-,pass ,fail
2018,FALL,MATH115,MATH115,1,610,16,20-Aug-18,P107265286,3ff1467b,16-Jul-18,Jul,2019,SPRING,W,,W,
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3babf06b,5-Apr-18,Apr,2020,SPRING,C,C-,pass ,pass 
2018,FALL,MATH115,MATH120,0,1014,24,20-Aug-18,P107265286,3ff22de3,3-Jul-18,Jul,2020,SPRING,C+,C,pass ,pass 
2018,FALL,MATH115,MATH115,1,713,20,20-Aug-18,P107265286,3ff22573,16-Jul-18,Jul,2019,SPRING,B-,B-,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3fd9ff2f,16-Aug-18,Aug,2020,SPRING,B,B+,pass ,pass 
2018,FALL,MATH115,MATH115,1,409,13,20-Aug-18,P107265286,3ff01125,23-Jul-18,Jul,2019,FALL,F,F,fail,fail
2018,FALL,MATH115,MATH112,0,405,9,20-Aug-18,P107265286,3ff00009,31-Jul-18,Jul,2020,SPRING,W,,W,
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107265286,3fe6333f,22-Aug-18,Aug,2019,SPRING,D+,D,fail,fail
2018,FALL,MATH115,MATH115,1,411,15,20-Aug-18,P107265286,3ff00f9f,16-Jul-18,Jul,2019,FALL,C-,C-,pass ,pass 
2018,FALL,MATH115,MATH120,0,909,18,20-Aug-18,P107266245,3fe70ec7,24-Jul-18,Jul,2019,SUMMER,B,C,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fdcea7d,28-Mar-18,Mar,2020,SPRING,A,A,pass ,pass 
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P107266245,3feaefe7,23-Jul-18,Jul,2020,SPRING,B,C+,pass ,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P107266245,3fe0bc57,17-Jul-18,Jul,2020,SPRING,D,D,fail,fail
2018,FALL,MATH115,MATH120,0,1014,24,20-Aug-18,P107266245,3feff6bd,19-Jul-18,Jul,2020,SPRING,C,A,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe76593,24-Apr-18,Apr,2020,SPRING,C,D+,pass ,fail
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe31e9d,23-Apr-18,Apr,2019,FALL,C,C,pass ,pass 
2018,FALL,MATH115,MATH120,0,1514,29,20-Aug-18,P107266245,3fe92a8b,31-Jul-18,Jul,2020,SPRING,A,B+,pass ,pass 
2018,FALL,MATH115,MATH115,1,410,14,20-Aug-18,P107266245,3fee6fa5,18-Jul-18,Jul,2019,SUMMER,F,F,fail,fail
2018,FALL,MATH115,MATH115,1,410,14,20-Aug-18,P107266245,3ff00dab,23-Jul-18,Jul,2019,SPRING,F,F,fail,fail
2018,FALL,MATH115,MATH115,1,514,19,20-Aug-18,P107266245,3fe741ad,18-Jul-18,Jul,2019,SPRING,A,D,pass ,fail
2018,FALL,MATH115,MATH115,1,409,13,20-Aug-18,P107266245,3ff22f87,20-Jul-18,Jul,2018,FALL,F,D+,fail,fail
2018,FALL,MATH115,MATH120,0,1614,30,20-Aug-18,P107266245,3feb968b,17-Jul-18,Jul,2020,SPRING,A,A+,pass ,pass 
2018,FALL,MATH115,MATH115,1,614,20,20-Aug-18,P107266245,3ff00fd1,17-Jul-18,Jul,2019,FALL,A,A,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe6bba7,17-Apr-18,Apr,2020,SPRING,A,A,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fec41a3,23-Apr-18,Apr,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,MATH115,1,510,15,20-Aug-18,P107266245,3ff0b5ad,19-Jul-18,Jul,2019,SPRING,C,F,pass ,fail
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe8bc63,2-May-18,May,2019,SPRING,D,F,fail,fail
2018,FALL,MATH115,MATH120,0,812,20,20-Aug-18,P107266245,3fee81e3,20-Aug-18,Aug,2020,SPRING,B,C+,pass ,pass 
2018,FALL,MATH115,MATH115,1,511,16,20-Aug-18,P107266245,3ff0f397,30-Jul-18,Jul,2020,SPRING,B,C+,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fd906b5,8-Aug-18,Aug,2020,SPRING,C,A,pass ,pass 
2018,FALL,MATH115,MATH120,0,1209,21,20-Aug-18,P107266245,3ff0b84b,29-Aug-18,Aug,2018,FALL,F,F,fail,fail
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fd8232b,23-Apr-18,Apr,2020,SPRING,C,D,pass ,fail
2018,FALL,MATH115,MATH120,0,808,16,20-Aug-18,P107266245,3ff00eeb,19-Jul-18,Jul,2020,SPRING,D,D,fail,fail
2018,FALL,MATH115,MATH115,1,712,19,20-Aug-18,P107266245,3fe9b375,20-Jul-18,Jul,2020,SPRING,B,B+,pass ,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P107266245,3fdfb573,23-Jul-18,Jul,2020,SPRING,W,,W,
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe55609,12-Apr-18,Apr,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe58c05,16-Apr-18,Apr,2020,SPRING,B,C+,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe0c7a1,23-Apr-18,Apr,2020,SPRING,C,C,pass ,pass 
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe66ad5,23-Apr-18,Apr,2020,SPRING,F,W,fail,W
2018,FALL,MATH115,MATH115,1,710,17,20-Aug-18,P107266245,3fdff5ab,23-Jul-18,Jul,2020,SPRING,C,D,pass ,fail
2018,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107266245,3fe688ad,24-Apr-18,Apr,2020,SPRING,D,C,fail,pass 
2018,FALL,MATH115,MATH115,1,611,17,20-Aug-18,P107266245,3ff222b7,16-Jul-18,Jul,2020,SPRING,F,C,fail,pass 
2018,FALL,MATH115,MATH115,1,311,14,20-Aug-18,P107266245,3ff00d65,20-Aug-18,Aug,2020,SPRING,F,W,fail,W
2018,FALL,MATH116,MATH120,0,809,17,20-Aug-18,P100062478,3ff21e75,23-Jul-18,Jul,2019,FALL,C,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3ff0f225,17-Jul-18,Jul,2020,SPRING,A+,,pass ,
2018,FALL,MATH116,MATH120,0,1214,26,20-Aug-18,P100062478,3ff00c39,23-Jul-18,Jul,2020,SPRING,A-,,pass ,
2018,FALL,MATH116,MATH120,0,1816,34,20-Aug-18,P100062478,3fddef8b,12-Jul-18,Jul,2020,SPRING,A+,,pass ,
2018,FALL,MATH116,MATH120,0,1109,20,20-Aug-18,P100062478,3fdc4163,24-Jul-18,Jul,2020,SPRING,B,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe35197,5-Apr-18,Apr,2019,FALL,A,,pass ,
2018,FALL,MATH116,MATH120,0,1716,33,20-Aug-18,P100062478,3fe7dfd7,31-Jul-18,Jul,2019,FALL,A+,,pass ,
2018,FALL,MATH116,MATH115,0,711,18,20-Aug-18,P100062478,3ff0fa77,17-Jul-18,Jul,2020,SPRING,B,,pass ,
2018,FALL,MATH116,MATH112,0,206,8,20-Aug-18,P100062478,3ff01279,17-Aug-18,Aug,2020,SPRING,B+,,pass ,
2018,FALL,MATH116,MATH120,0,1816,34,20-Aug-18,P100062478,3ff0ad83,16-Jul-18,Jul,2020,SPRING,A+,,pass ,
2018,FALL,MATH116,MATH112,0,708,15,20-Aug-18,P100062478,3fee4417,16-Jul-18,Jul,2020,SPRING,C,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe6ba3f,10-Apr-18,Apr,2020,SPRING,B-,,pass ,
2018,FALL,MATH116,MATH120,0,910,19,20-Aug-18,P100062478,3ff2516f,13-Aug-18,Aug,2018,FALL,B-,,pass ,
2018,FALL,MATH116,MATH115,0,614,20,20-Aug-18,P100062478,3ff1c58d,24-Jul-18,Jul,2018,FALL,F,,fail,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3ff22d4d,30-Aug-18,Aug,2020,SPRING,B-,,pass ,
2018,FALL,MATH116,MATH120,0,911,20,20-Aug-18,P100062478,3fefede9,16-Jul-18,Jul,2020,SPRING,B,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3ff2277b,16-Jul-18,Jul,2019,SPRING,D-,,fail,
2018,FALL,MATH116,MATH120,0,1516,31,20-Aug-18,P100062478,3bac843b,21-Jun-18,Jun,2020,SPRING,A,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fde90b7,17-Jul-18,Jul,2018,FALL,B,,pass ,
2018,FALL,MATH116,MATH120,0,914,23,20-Aug-18,P100062478,3feb1b7f,12-Jul-18,Jul,2019,SPRING,A+,,pass ,
2018,FALL,MATH116,MATH120,0,1213,25,20-Aug-18,P100062478,3ff20a93,23-Aug-18,Aug,2019,SUMMER,D,,fail,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe35ab1,10-Apr-18,Apr,2020,SPRING,A-,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe62b79,5-Apr-18,Apr,2018,FALL,A,,pass ,
2018,FALL,MATH116,MATH112,0,305,8,20-Aug-18,P100062478,3fdfb393,6-Aug-18,Aug,2019,FALL,W,,W,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe65ac7,15-May-18,May,2018,FALL,F,,fail,
2018,FALL,MATH116,MATH115,0,609,15,20-Aug-18,P100062478,3ff06959,16-Jul-18,Jul,2019,SPRING,C-,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fe66df5,12-Apr-18,Apr,2020,SPRING,B,,pass ,
2018,FALL,MATH116,MATH120,0,1114,25,20-Aug-18,P100062478,3fe036e7,24-Jul-18,Jul,2020,SPRING,A-,,pass ,
2018,FALL,MATH116,MATH120,0,1714,31,20-Aug-18,P100062478,3fe45e1b,17-Jul-18,Jul,2020,SPRING,A,,pass ,
2018,FALL,MATH116,MATH115,0,609,15,20-Aug-18,P100062478,3ff0fef5,3-Aug-18,Aug,2019,SUMMER,D,,fail,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fdd7295,3-Jul-18,Jul,2019,FALL,C-,,pass ,
2018,FALL,MATH116,MATH120,0,812,20,20-Aug-18,P100062478,3ff0ac6b,17-Jul-18,Jul,2020,SPRING,B+,,pass ,
2018,FALL,MATH116,MATH112,0,608,14,20-Aug-18,P100062478,3fec5b57,23-Jul-18,Jul,2020,SPRING,B-,,pass ,
2018,FALL,MATH116,MATH120,0,816,24,20-Aug-18,P100062478,3fe8552f,16-Jul-18,Jul,2020,SPRING,A+,,pass ,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P100062478,3fee3cab,12-Jul-18,Jul,2019,SPRING,F,,fail,
2018,FALL,MATH116,MATH115,0,511,16,20-Aug-18,P107180114,3fe580c5,24-Jul-18,Jul,2018,FALL,W,,W,
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3fea69cd,27-Apr-18,Apr,2020,SPRING,F,C,fail,pass 
2018,FALL,MATH116,MATH120,0,1914,33,20-Aug-18,P107180114,3ff03227,19-Jul-18,Jul,2020,SPRING,A,A,pass ,pass 
2018,FALL,MATH116,MATH120,0,1114,25,20-Aug-18,P107180114,3fe730e1,16-Jul-18,Jul,2020,SPRING,A,A,pass ,pass 
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3fee604b,8-Jun-18,Jun,2018,FALL,F,D,fail,fail
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3fd9f831,5-Apr-18,Apr,2020,SPRING,A,A,pass ,pass 
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3fef5497,22-Mar-18,Mar,2019,FALL,A,A,pass ,pass 
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3ba8f6e5,20-Mar-18,Mar,2018,FALL,A,A,pass ,pass 
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3ba8edd5,22-Mar-18,Mar,2020,SPRING,B,B,pass ,pass 
2018,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,20-Aug-18,P107180114,3fe7e455,16-Aug-18,Aug,2019,SPRING,A,A,pass ,pass 
