course_year,course_sem,course_taken,rec_course,took_recom_course,scaled_score,raw_score,course_start_date,teacher_id,student_id,acceptance_date,acceptance_month,proj_grad_year,proj_grad_sem,midtermgrade,finalgrade,midtermgrade,finalgrade
2017,FALL,MATH115,MATH120,0,1314,27,21-Aug-17,P107180113,3fe3158d,17-Jul-17,Jul,2018,SPRING,F,F,fail,fail
2017,FALL,MATH115,MATH112,0,705,12,21-Aug-17,P107180113,3fe87c03,17-Jul-17,Jul,2018,SPRING,F,F,fail,fail
2017,FALL,MATH115,MATH115,1,509,14,21-Aug-17,P107180113,3fe8f0a7,22-Aug-17,Aug,2017,FALL,F,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fdf433b,23-Mar-17,Mar,2018,SPRING,C,A,pass,pass
2017,FALL,MATH115,MATH120,0,1315,28,21-Aug-17,P107180113,3fe32325,17-Jul-17,Jul,2019,SPRING,D,B,fail,pass
2017,FALL,MATH115,MATH120,0,1216,28,21-Aug-17,P107180113,3fd7bf21,17-Jul-17,Jul,2019,SPRING,A,A,pass,pass
2017,FALL,MATH115,MATH115,1,614,20,21-Aug-17,P107180113,3fe81de9,13-Jul-17,Jul,2020,SPRING,C+,B,pass,pass
2017,FALL,MATH115,MATH120,0,1013,23,21-Aug-17,P107180113,3fea1c61,18-Aug-17,Aug,2017,FALL,F,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fe9cf13,13-Jul-17,Jul,2017,FALL,D,B,fail,pass
2017,FALL,MATH115,MATH120,0,813,21,21-Aug-17,P107180113,3fd81093,17-Jul-17,Jul,2018,SPRING,A,A,pass,pass
2017,FALL,MATH115,MATH115,1,512,17,21-Aug-17,P107180113,3fd89045,13-Jul-17,Jul,2018,SPRING,F,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fe23dcf,17-Jul-17,Jul,2017,FALL,F,F,fail,fail
2017,FALL,MATH115,MATH120,0,810,18,21-Aug-17,P107180113,3fdbd809,21-Aug-17,Aug,2020,SPRING,F,D,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fd60451,7-May-17,May,2018,SUMMER,D,C,fail,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fdb2701,27-Mar-17,Mar,2019,SPRING,A,A+,pass,pass
2017,FALL,MATH115,MATH115,1,610,16,21-Aug-17,P107180113,3fe64785,14-Jul-17,Jul,2018,SPRING,F,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fdbdd8b,5-Apr-17,Apr,2020,SPRING,C,A,pass,pass
2017,FALL,MATH115,MATH115,1,712,19,21-Aug-17,P107180113,3fe368ad,17-Jul-17,Jul,2020,SPRING,F,F,fail,fail
2017,FALL,MATH115,MATH115,1,715,22,21-Aug-17,P107180113,3fe3261d,13-Jul-17,Jul,2018,SPRING,B,D,pass,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fd660f9,17-Jul-17,Jul,2019,SPRING,F,W,fail,W
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3fdd4207,5-Apr-17,Apr,2020,SPRING,A,A,pass,pass
2017,FALL,MATH115,MATH115,1,713,20,21-Aug-17,P107180113,3fe5dec1,13-Jul-17,Jul,2019,SPRING,B,B,pass,pass
2017,FALL,MATH115,MATH120,0,1015,25,21-Aug-17,P107180113,3fe3876b,14-Jul-17,Jul,2018,SPRING,B,A,pass,pass
2017,FALL,MATH115,MATH120,0,1010,20,21-Aug-17,P107180113,3fe5967d,14-Jul-17,Jul,2020,SPRING,C,A,pass,pass
2017,FALL,MATH115,MATH115,1,315,18,21-Aug-17,P107180113,3fe7e4cd,13-Jul-17,Jul,2020,SPRING,,W,,W
2017,FALL,MATH115,MATH115,1,609,15,21-Aug-17,P107180113,3fe688ad,17-Jul-17,Jul,2020,SPRING,F,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3ba8fd7f,20-Jun-17,Jun,2018,SPRING,B,C,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107180113,3feb0059,17-Jul-17,Jul,2020,SPRING,D,D,fail,fail
2017,FALL,MATH115,MATH120,0,1015,25,21-Aug-17,P107131684,3fde43d7,13-Jul-17,Jul,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH115,1,710,17,21-Aug-17,P107131684,3fe62935,14-Jul-17,Jul,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH115,1,615,21,21-Aug-17,P107131684,3fe1fed7,13-Jul-17,Jul,2020,SPRING,A+,A-,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3bacea07,25-May-17,May,2019,SUMMER,C,C,pass,pass
2017,FALL,MATH115,MATH120,0,910,19,21-Aug-17,P107131684,3fd80387,25-Aug-17,Aug,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH115,1,212,14,21-Aug-17,P107131684,3fe24eb9,14-Jul-17,Jul,2017,FALL,A,C,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd71279,27-Mar-17,Mar,2018,SPRING,A+,A,pass,pass
2017,FALL,MATH115,MATH120,0,1314,27,21-Aug-17,P107131684,3fece7a7,18-Jul-17,Jul,2017,FALL,A+,A+,pass,pass
2017,FALL,MATH115,MATH120,0,1111,22,21-Aug-17,P107131684,3fea6a1d,18-Jul-17,Jul,2018,SPRING,D,W,fail,W
2017,FALL,MATH115,MATH115,1,513,18,21-Aug-17,P107131684,3fe61dff,18-Jul-17,Jul,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH115,1,712,19,21-Aug-17,P107131684,3fe5eeb1,14-Jul-17,Jul,2017,FALL,A,D-,pass,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdea769,5-Apr-17,Apr,2020,SPRING,A+,A-,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fed660f,21-Aug-17,Aug,2018,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe804e9,18-Jul-17,Jul,2018,SPRING,F,W,fail,W
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fea0fcd,17-Jul-17,Jul,2020,SPRING,A-,B,pass,pass
2017,FALL,MATH115,MATH115,1,411,15,21-Aug-17,P107131684,3fe76313,14-Jul-17,Jul,2020,SPRING,B+,B-,pass,pass
2017,FALL,MATH115,MATH120,0,1014,24,21-Aug-17,P107131684,3fe5f3cf,18-Aug-17,Aug,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3feb6cb5,17-Jul-17,Jul,2020,SPRING,A+,A-,pass,pass
2017,FALL,MATH115,MATH115,1,412,16,21-Aug-17,P107131684,3fe6cf2f,19-Jul-17,Jul,2020,SPRING,B+,B-,pass,pass
2017,FALL,MATH115,MATH115,1,413,17,21-Aug-17,P107131684,3fea5c53,17-Jul-17,Jul,2020,SPRING,A-,B,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe65f9f,18-Jul-17,Jul,2018,SPRING,B,C,pass,pass
2017,FALL,MATH115,MATH120,0,810,18,21-Aug-17,P107131684,3fe0b8f1,27-Sep-17,Sep,2018,SPRING,B-,C-,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fda7ccf,18-Jul-17,Jul,2018,SPRING,B+,B-,pass,pass
2017,FALL,MATH115,MATH120,0,1113,24,21-Aug-17,P107131684,3fe60801,28-Aug-17,Aug,2020,SPRING,A+,A,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe8af39,18-Jul-17,Jul,2018,SPRING,B-,D,pass,fail
2017,FALL,MATH115,MATH115,1,609,15,21-Aug-17,P107131684,3fe8757d,19-Jul-17,Jul,2019,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH120,0,1311,24,21-Aug-17,P107131684,3fe67b6f,23-Aug-17,Aug,2017,FALL,B+,B-,pass,pass
2017,FALL,MATH115,MATH120,0,1411,25,21-Aug-17,P107131684,3fd8566b,22-Aug-17,Aug,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3bac86c5,5-Apr-17,Apr,2020,SPRING,B-,B-,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd956dd,5-Apr-17,Apr,2020,SPRING,A+,A-,pass,pass
2017,FALL,MATH115,MATH115,1,712,19,21-Aug-17,P107131684,3fe9b4a1,13-Jul-17,Jul,2020,SPRING,B+,B-,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdec4c9,7-Apr-17,Apr,2020,SPRING,D+,B-,fail,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3ba221d5,7-Aug-17,Aug,2018,SPRING,A-,D,pass,fail
2017,FALL,MATH115,MATH115,1,711,18,21-Aug-17,P008616066,3fea40b5,13-Jul-17,Jul,2020,SPRING,D,C-,fail,pass
2017,FALL,MATH115,MATH115,1,313,16,21-Aug-17,P008616066,3fe9c2b1,13-Jul-17,Jul,2020,SPRING,B,A,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fe8411b,22-Aug-17,Aug,2019,FALL,C+,A,pass,pass
2017,FALL,MATH115,MATH120,0,1415,29,21-Aug-17,P008616066,3fedd4f5,11-Sep-17,Sep,2020,SPRING,C,B,pass,pass
2017,FALL,MATH115,MATH120,0,1313,26,21-Aug-17,P008616066,3fe842bf,13-Jul-17,Jul,2020,SPRING,C,A,pass,pass
2017,FALL,MATH115,MATH120,0,1112,23,21-Aug-17,P008616066,3fe62ccd,14-Jul-17,Jul,2017,FALL,C+,B,pass,pass
2017,FALL,MATH115,MATH120,0,1311,24,21-Aug-17,P008616066,3fe36493,22-Aug-17,Aug,2018,SPRING,F,D-,fail,fail
2017,FALL,MATH115,MATH120,0,1716,33,21-Aug-17,P008616066,3fee49fd,20-Aug-17,Aug,2018,SPRING,D,F,fail,fail
2017,FALL,MATH115,MATH120,0,1514,29,21-Aug-17,P008616066,3fe30863,18-Aug-17,Aug,2020,SPRING,C+,B,pass,pass
2017,FALL,MATH115,MATH120,0,911,20,21-Aug-17,P008616066,3fe369cf,13-Jul-17,Jul,2020,SPRING,B,B,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fec9fc7,3-Aug-17,Aug,2018,SPRING,F,F,fail,fail
2017,FALL,MATH115,MATH120,0,914,23,21-Aug-17,P008616066,3feb6ca1,13-Jul-17,Jul,2020,SPRING,A-,B,pass,pass
2017,FALL,MATH115,MATH115,1,510,15,21-Aug-17,P008616066,3fdcc4c1,14-Jul-17,Jul,2020,SPRING,C,C,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fe6b067,13-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH115,MATH120,0,1212,24,21-Aug-17,P008616066,3fe596eb,23-Aug-17,Aug,2020,SPRING,F,F,fail,fail
2017,FALL,MATH115,MATH115,1,311,14,21-Aug-17,P008616066,3fe2ee7d,17-Jul-17,Jul,2018,FALL,C-,C,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fe661c5,16-Jun-17,Jun,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH120,0,1415,29,21-Aug-17,P008616066,3fe70279,13-Jul-17,Jul,2020,SPRING,A+,A+,pass,pass
2017,FALL,MATH115,MATH112,0,707,14,21-Aug-17,P008616066,3feb06a3,27-Jul-17,Jul,2020,SPRING,F,W,fail,W
2017,FALL,MATH115,MATH115,1,714,21,21-Aug-17,P008616066,3fe48aa3,13-Jul-17,Jul,2018,FALL,C,C,pass,pass
2017,FALL,MATH115,MATH115,1,709,16,21-Aug-17,P008616066,3fe801ab,17-Jul-17,Jul,2017,FALL,,W,,W
2017,FALL,MATH115,MATH115,1,513,18,21-Aug-17,P008616066,3fe78b81,22-Aug-17,Aug,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH115,MATH115,1,709,16,21-Aug-17,P008616066,3fd8232b,18-Jul-17,Jul,2020,SPRING,D,W,fail,W
2017,FALL,MATH115,MATH115,1,511,16,21-Aug-17,P008616066,3fdfdf71,17-Jul-17,Jul,2017,FALL,D-,F,fail,fail
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fecd69f,13-Jul-17,Jul,2020,SPRING,A+,A,pass,pass
2017,FALL,MATH115,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P008616066,3fdab889,14-Jul-17,Jul,2017,FALL,I,W,I,W
2017,FALL,MATH115,MATH115,1,709,16,21-Aug-17,P008616066,3fe9f65f,14-Jul-17,Jul,2018,SPRING,F,F,fail,fail
2017,FALL,MATH116,MATH120,0,1916,35,21-Aug-17,P107131684,3fecd979,14-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,4c57261,20-Mar-17,Mar,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3ba997ad,24-Jun-17,Jun,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1115,26,21-Aug-17,P107131684,3fde4d2d,12-Jul-17,Jul,2017,FALL,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,908,17,21-Aug-17,P107131684,3febfd47,12-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1316,29,21-Aug-17,P107131684,3fe1f581,12-Jul-17,Jul,2017,FALL,A,A+,pass,pass
2017,FALL,MATH116,MATH115,0,709,16,21-Aug-17,P107131684,3fe6e465,18-Aug-17,Aug,2018,SPRING,F,F,fail,fail
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe7ba93,12-Jul-17,Jul,2019,FALL,D,C-,fail,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3bad3d77,29-Mar-17,Mar,2017,FALL,A,A,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd5f209,23-Mar-17,Mar,2018,SUMMER,B,B,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fde9035,5-Apr-17,Apr,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdfcef5,5-Apr-17,Apr,2019,SPRING,C,C-,pass,pass
2017,FALL,MATH116,MATH120,0,1716,33,21-Aug-17,P107131684,3fe4d021,4-Aug-17,Aug,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1816,34,21-Aug-17,P107131684,3fecff0d,27-Jun-17,Jun,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd8d541,31-May-17,May,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3baa497d,5-Apr-17,Apr,2020,SPRING,B,B,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe7e6cb,23-Aug-17,Aug,2020,SPRING,C,W,pass,W
2017,FALL,MATH116,MATH120,0,1212,24,21-Aug-17,P107131684,3fd830c3,21-Aug-17,Aug,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd9462f,5-Apr-17,Apr,2020,SPRING,C,C-,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdafc27,19-Jun-17,Jun,2019,FALL,B,C-,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fde291f,5-Apr-17,Apr,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3bac2b71,23-Aug-17,Aug,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1215,27,21-Aug-17,P107131684,3fe757b5,27-Jun-17,Jun,2017,FALL,A,F,pass,fail
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3baae937,5-Apr-17,Apr,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3ba314e1,20-Mar-17,Mar,2018,SPRING,C,F,pass,fail
2017,FALL,MATH116,MATH120,0,1715,32,21-Aug-17,P107131684,3fe7be85,12-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH115,0,613,19,21-Aug-17,P107131684,3fe6c6fb,7-Aug-17,Aug,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3ba8bf27,24-Apr-17,Apr,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,813,21,21-Aug-17,P107131684,3fe35c69,23-Aug-17,Aug,2020,SPRING,A,A,pass,pass
2017,FALL,MATH116,MATH115,0,511,16,21-Aug-17,P107131684,3fe57a8f,12-Jul-17,Jul,2020,SPRING,,W,,W
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdec7cb,5-Apr-17,Apr,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd5bbb3,5-Apr-17,Apr,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1414,28,21-Aug-17,P107131684,3fe36097,18-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd957c3,5-Apr-17,Apr,2018,SPRING,A,B+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe32811,22-Aug-17,Aug,2017,FALL,D,F,fail,fail
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe6ac61,22-Aug-17,Aug,2018,FALL,A,A+,pass,pass
2017,FALL,MATH116,MATH112,0,305,8,21-Aug-17,P107131684,3fe4ebc9,13-Jul-17,Jul,2018,SPRING,A,B,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd77b5b,5-Apr-17,Apr,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fd6181f,10-Aug-17,Aug,2017,FALL,,W,,W
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fdcdb37,5-Apr-17,Apr,2018,FALL,F,C,fail,pass
2017,FALL,MATH116,MATH115,0,411,15,21-Aug-17,P107131684,3fe64857,14-Jul-17,Jul,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1111,22,21-Aug-17,P107131684,3fe7b561,13-Jul-17,Jul,2017,FALL,F,C,fail,pass
2017,FALL,MATH116,MATH115,0,612,18,21-Aug-17,P107131684,3fd84bb7,14-Jul-17,Jul,2020,SPRING,A,B,pass,pass
2017,FALL,MATH116,MATH120,0,1416,30,21-Aug-17,P107131684,3fee94e9,13-Jul-17,Jul,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe31f15,23-Aug-17,Aug,2018,SPRING,D,W,fail,W
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fde4a7b,29-Aug-17,Aug,2019,FALL,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1514,29,21-Aug-17,P107131684,3fdf5015,14-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,913,22,21-Aug-17,P107131684,3feea91b,13-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,811,19,21-Aug-17,P107131684,3fec645d,14-Jul-17,Jul,2019,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1112,23,21-Aug-17,P107131684,3fe366ff,14-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,811,19,21-Aug-17,P107131684,3fe6bba7,14-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH112,0,203,5,21-Aug-17,P107131684,3fe9a0d3,14-Jul-17,Jul,2018,SUMMER,C,F,pass,fail
2017,FALL,MATH116,MATH112,0,707,14,21-Aug-17,P107131684,3fea0dcf,13-Jul-17,Jul,2017,FALL,F,W,fail,W
2017,FALL,MATH116,MATH120,0,1214,26,21-Aug-17,P107131684,3fd9ce3d,14-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,912,21,21-Aug-17,P107131684,3fe363c1,17-Jul-17,Jul,2018,SPRING,A,C,pass,pass
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe01df1,27-Mar-17,Mar,2019,SPRING,A,A-,pass,pass
2017,FALL,MATH116,MATH120,0,812,20,21-Aug-17,P107131684,3fe66521,14-Jul-17,Jul,2018,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH112,0,707,14,21-Aug-17,P107131684,3fe3829d,23-Aug-17,Aug,2018,SPRING,C,F,pass,fail
2017,FALL,MATH116,MATH120,0,1316,29,21-Aug-17,P107131684,3fe39f99,17-Jul-17,Jul,2020,SPRING,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,1515,30,21-Aug-17,P107131684,3fea2b2f,13-Jul-17,Jul,2019,SUMMER,A,A+,pass,pass
2017,FALL,MATH116,MATH120,0,809,17,21-Aug-17,P107131684,3fe7e2f7,18-Aug-17,Aug,2018,SUMMER,B,C,pass,pass
2017,FALL,MATH116,MATH120,0,913,22,21-Aug-17,P107131684,3fe327e9,14-Jul-17,Jul,2017,FALL,F,F,fail,fail
2017,FALL,MATH116,#N/A,#N/A,#N/A,#N/A,21-Aug-17,P107131684,3fe3513d,28-Mar-17,Mar,2019,SPRING,A,A+,pass,pass
